0.00126635  0.013156  0.00721058  -0.656725  0.307688  0.106567  
0.00197131  0.0130144  0.00767393  -0.673785  0.341477  0.0521288  
0.00257002  0.011876  0.00761945  -0.641258  0.261196  0.0850988  
0.00171607  0.0122599  0.0072001  -0.633825  0.297682  0.0531614  
0.000828126  0.0115287  0.00766411  -0.641802  0.309879  -0.0111217  
0.00178062  0.0117979  0.0080692  -0.641478  0.185724  -0.00597793  
0.00128932  0.0120471  0.00769561  -0.625979  0.257685  0.0837564  
0.000737664  0.0112446  0.00759528  -0.630423  0.293488  0.0135792  
0.000821027  0.0110415  0.00805534  -0.642546  0.29802  -0.0179583  
0.00159914  0.0113015  0.0081583  -0.648342  0.204043  -0.048668  
0.00136392  0.0115805  0.00765967  -0.632446  0.250146  0.0644659  
0.00127771  0.0111924  0.00760038  -0.605169  0.257683  0.0616216  
0.001061  0.0101045  0.00782058  -0.588129  0.310318  0.00580706  
0.00200536  0.0104591  0.00792892  -0.601567  0.203277  -0.0215165  
0.00164388  0.0100194  0.00757399  -0.567775  0.23233  0.093  
0.00134611  0.00993552  0.0076003  -0.576972  0.30741  -0.0065226  
0.00178156  0.00986864  0.00786303  -0.591161  0.236828  -0.0731169  
0.00190848  0.00964284  0.00765441  -0.562898  0.193852  0.0928971  
0.00154931  0.00924822  0.00760314  -0.567598  0.301971  -0.0257266  
0.00186296  0.00915792  0.00835808  -0.567426  0.279385  -0.04116  
0.00222182  0.00914143  0.00762438  -0.547972  0.191609  0.0257011  
0.00168947  0.00883374  0.00756317  -0.545266  0.259362  0.0144845  
0.00193646  0.0101825  0.0083781  -0.634275  0.366631  -0.227149  
0.00226587  0.00996804  0.00723759  -0.599166  0.163955  -0.0675658  
0.00238175  0.00953262  0.00742341  -0.606429  0.27744  -0.0759137  
0.00285779  0.00944326  0.00758124  -0.606343  0.308454  -0.161268  
0.00286798  0.00936287  0.00693717  -0.562258  0.182876  0.0168101  
0.00244116  0.0092813  0.00703423  -0.562245  0.276632  -0.0314585  
0.0023797  0.00956116  0.00706712  -0.579862  0.257465  -0.0579325  
0.00278471  0.00909657  0.00684556  -0.537372  0.17965  0.0518536  
0.00245015  0.00933407  0.00681412  -0.53854  0.254149  0.0436128  
0.00227827  0.00948825  0.00680646  -0.538282  0.314114  -0.0150502  
0.00265169  0.00965674  0.00697485  -0.548105  0.210683  -0.0515553  
0.00251214  0.00937021  0.00657288  -0.532278  0.227128  0.0657863  
0.00229131  0.00933806  0.00673715  -0.542535  0.278142  -0.0152779  
0.00236484  0.00894767  0.00693352  -0.542536  0.254663  -0.00118994  
0.00306628  0.00924535  0.00702366  -0.528961  0.230579  -0.0178385  
0.00255306  0.00923506  0.00682102  -0.545623  0.237954  0.0266211  
0.00202892  0.00901654  0.00705645  -0.54552  0.242703  0.0213321  
0.00187811  0.00894558  0.00717983  -0.545468  0.286018  -0.0494179  
0.00218309  0.00906041  0.00713287  -0.563477  0.246769  -0.0642946  
0.00280985  0.00908746  0.00720265  -0.545321  0.188849  -0.0191572  
0.00244016  0.00897779  0.00714507  -0.527753  0.246142  0.0108215  
0.00235369  0.00883408  0.00708408  -0.523922  0.261268  -0.0240744  
0.00228168  0.00863926  0.00697153  -0.516613  0.285124  -0.0752709  
0.00281896  0.00843242  0.00695365  -0.522851  0.205077  -0.123875  
0.00248042  0.00871567  0.00666346  -0.494046  0.213933  0.0454282  
