0.00815669  -0.0121625  -0.0339636  2.09067  0.240788  0.0504263  
0.0078792  -0.0122425  -0.0343101  2.09821  0.228179  0.0631683  
0.00739678  -0.0133205  -0.0336944  2.10442  0.194252  0.0929652  
0.00671112  -0.0126813  -0.0343101  2.11837  0.0859147  0.143585  
0.0047278  -0.0124691  -0.0343101  2.11593  0.23277  0.075411  
0.00505922  -0.0126025  -0.033995  2.11393  0.180212  0.0911707  
0.0055569  -0.0126615  -0.0343102  2.11385  0.175878  0.111379  
0.00533341  -0.0135769  -0.0347515  2.14713  0.114461  0.187327  
0.00485857  -0.0139708  -0.0347179  2.14755  0.163026  0.124626  
0.0045969  -0.0131849  -0.0351502  2.15752  0.199763  0.139521  
0.00460543  -0.0136737  -0.0347955  2.14471  0.151505  0.177507  
0.00491482  -0.014748  -0.0346206  2.14585  0.0629509  0.295592  
0.00426684  -0.0142383  -0.0352027  2.15023  0.13568  0.184839  
0.00397149  -0.0149082  -0.0348411  2.16429  0.224393  0.177192  
0.00426853  -0.0153376  -0.0346877  2.19157  0.126436  0.20284  
0.00425083  -0.0161495  -0.0343498  2.18981  0.0144785  0.308431  
-0.00313205  -0.0168927  -0.0327305  2.17722  -0.0785384  0.264946  
-0.0057033  -0.0159069  -0.0312596  2.04797  0.0518611  0.0312074  
0.00267758  -0.0140129  -0.0276447  1.83259  0.337801  -0.242815  
0.000111742  -0.0213338  -0.0307053  2.03295  0.219495  -0.531613  
0.000164598  -0.0190856  -0.0307809  2.02132  0.0817045  -0.23337  
0.00240849  -0.0200317  -0.0307054  2.00285  0.00530045  -0.188859  
-0.000527602  -0.0172457  -0.0307054  1.9764  -0.034962  -0.0541587  
-0.000454165  -0.0146227  -0.0285639  1.89095  -0.0508915  -0.0626245  
-0.000460428  -0.0134523  -0.0298587  1.90415  0.0320557  -0.0201435  
0.000541002  -0.012307  -0.0297712  1.88091  0.0449618  -0.03557  
-0.00429547  -0.00697252  -0.0261224  1.68047  0.0366078  -0.093416  
-0.0138711  -0.0130339  -0.0273918  1.78132  -0.327054  -0.00741132  
-0.009491  -0.0118211  -0.0284128  1.78598  0.155381  -0.380669  
-0.0025583  -0.00964138  -0.0272983  1.70599  0.123263  -0.139267  
-0.00159156  -0.00999894  -0.0266574  1.65521  -0.0106491  0.0395328  
-0.000353507  -0.00964138  -0.027186  1.65577  0.10562  0.00806993  
0.00209851  -0.00808488  -0.0262611  1.60617  0.0865176  0.114869  
0.0032854  -0.00781816  -0.0253651  1.53217  0.103079  0.101712  
0.00335599  -0.00705732  -0.0251236  1.53221  0.136451  0.140789  
0.00305282  -0.0083588  -0.0248136  1.52845  0.110227  0.110166  
0.00261739  -0.0084235  -0.0242075  1.52631  0.125531  0.116911  
0.00274435  -0.00839788  -0.0239123  1.52011  0.15108  0.0867406  
0.00363597  -0.00786124  -0.0235511  1.50154  0.117094  0.13727  
0.00333206  -0.00762778  -0.0237463  1.5252  0.185737  0.0557735  
0.00338404  -0.00785864  -0.0234705  1.52596  0.175829  0.0488878  
0.00353386  -0.00894744  -0.0231234  1.5147  0.169808  0.0353001  
0.00312627  -0.0090002  -0.0232495  1.51982  0.20368  0.0294455  
